82	 600	 5	 2	22106	138	281825	3205	2139
27	 399	 14	 10	11684	510	508298	738	1265
19	 300	 6	 4	8686	35	3323	12	11
85	 615	 2	 1	25295	86	152139	1095	1094
61	 616	 6	 4	29671	321	301409	2192	2382
284	 1122	 2	 0	54058	632	2749	2	0
74	 629	 3	 1	30072	363	284316	165	163
180	 596	 0	 0	50486	47	107617	0	0
53	 514	 21	 23	22065	579	740262	41	14202
207	 988	 9	 24	51896	1738	67693	19	71
139	 924	 32	 39	34014	1326	321973	2117	9159
123	 787	 38	 50	24250	1721	245185	1013	23542
75	 827	 2	 1	37951	238	362729	1128	1127
36	 478	 16	 31	13187	539	1013697	296	22446
131	 956	 3	 1	56752	128	282722	1078	1076
133	 1037	 0	 0	57712	0	0	0	0
215	 938	 7	 4	72111	420	503675	3314	2203
215	 938	 7	 4	72111	419	455996	2974	1964
215	 938	 7	 4	72111	411	439009	2845	1881
140	 953	 4	 2	59164	281	363966	1891	1889
66	 574	 0	 0	21388	0	0	0	0
87	 809	 8	 7	37649	277	409353	3077	3872
75	 675	 16	 13	27651	413	69921	58	101
215	 938	 7	 4	72111	418	470964	2941	1948
158	 994	 53	 83	43711	2348	877446	3436	27864
224	 1051	 2	 1	61827	163	289199	1016	1015
215	 938	 7	 4	72111	422	439478	2722	1801
102	 544	 8	 8	19082	534	401647	10	780
40	 632	 2	 3	24382	25	413	3	110
162	 867	 6	 3	73226	389	425653	3084	6870
158	 1010	 15	 8	75189	1127	572359	2698	12856
38	 448	 18	 18	14385	532	795914	417	639
81	 563	 3	 1	36451	158	39387	237	235
286	 1121	 0	 0	54126	0	0	0	0
53	 680	 3	 3	19211	136	270214	1966	69544
94	 678	 14	 11	31913	641	479767	808	1479
30	 472	 10	 22	14063	838	610822	439	2115
112	 691	 2	 1	35188	67	94784	1172	1171
284	 743	 49	 48	48255	1956	195055	498	4187
51	 669	 31	 47	44996	1930	81680	104	2762
47	 484	 2	 1	21702	268	410776	949	948
140	 953	 4	 2	59164	281	372029	1959	1957
92	 697	 10	 26	50705	1815	690211	314	1587
100	 652	 4	 4	34355	721	40242	6	14
205	 1094	 2	 0	57683	107	123449	1109	0
150	 885	 4	 1	55501	358	1130	6	2
85	 644	 12	 15	24107	374	268673	1001	1218
107	 780	 5	 0	36417	144	400878	2989	0
27	 446	 2	 2	14486	34	74365	88	174
121	 892	 3	 1	54530	435	417723	143	141
215	 938	 7	 4	72111	418	429634	2809	1857
88	 766	 5	 9	51922	510	103175	129	133
215	 938	 7	 4	72111	408	418371	2714	1796
215	 938	 7	 4	72111	420	443002	2902	1921
207	 899	 9	 3	70181	422	486135	4233	2131
215	 938	 7	 4	72111	423	454273	2851	1876
215	 938	 7	 4	72111	419	439147	2794	1852
215	 938	 7	 4	72111	420	416320	2653	1745
259	 1078	 0	 0	73203	0	0	0	0
124	 686	 5	 2	30655	61	313900	1618	1615
34	 506	 2	 2	16507	55	83528	1115	1115
134	 757	 2	 1	53824	74	666	3	2
130	 774	 2	 1	69936	506	634039	1052	1051
64	 731	 12	 15	45372	1933	63790	23	62
61	 563	 13	 11	22466	542	488889	774	1596
134	 757	 2	 1	53824	286	40527	22	21
40	 631	 2	 1	24388	34	4631	43	42
154	 845	 4	 2	30733	144	44210	10	8
62	 533	 13	 18	18330	971	26461	26	69
168	 1069	 29	 19	29807	457	38442	247	2536
86	 689	 10	 9	32996	737	374955	755	1229
153	 991	 4	 1	55979	339	272227	166	163
55	 465	 16	 21	17310	662	214501	864	5979
138	 1210	 3	 2	53446	1403	134443	7	15
138	 1210	 3	 1	53446	1134	57525	5	3
401	 1164	 0	 0	58587	60	345	0	0
124	 750	 8	 4	42041	488	379695	5765	13151
124	 750	 8	 4	42041	488	619696	4696	15955
133	 853	 0	 0	50742	59	79338	0	0
62	 625	 2	 1	29663	432	696548	1057	1056
74	 719	 15	 20	26871	904	11235	24	361
84	 611	 2	 1	23630	50	62090	1130	1129
87	 727	 2	 1	46520	197	2065750	715	714
259	 1078	 0	 0	73203	0	0	0	0
119	 672	 6	 3	32551	352	550104	3034	2008
96	 765	 3	 2	51753	63	116853	2091	13545
294	 1182	 4	 1	66529	216	147087	991	988
98	 601	 25	 7	31940	412	380949	676	604
78	 667	 13	 8	35545	846	104300	165	176
70	 654	 2	 1	37285	139	198870	905	904
53	 732	 10	 28	37186	1578	334714	37	361
75	 511	 29	 32	20433	793	79745	823	1368
52	 507	 4	 3	19829	371	423746	3234	18551
76	 613	 6	 3	28667	779	671725	3435	17039
134	 852	 2	 1	36768	113	196221	881	880
100	 738	 6	 7	30541	1216	651413	3807	18564
84	 520	 29	 21	23786	1247	735675	1380	2298
107	 813	 12	 7	44160	1331	991413	1280	8199
120	 749	 2	 1	31916	23	28181	1085	1084
113	 776	 2	 1	58766	62	3620	5	4
24	 411	 9	 12	14087	511	424228	793	8045
136	 905	 4	 1	60999	70	187032	2168	599
107	 813	 10	 6	44160	301	147664	19	15
91	 815	 17	 31	47422	1124	44606	31	654
90	 740	 0	 0	52213	0	0	0	0
133	 909	 4	 1	65874	439	342317	126	123
139	 848	 10	 37	69567	2768	80685	16	319
25	 398	 10	 12	13856	465	151378	158	4280
91	 934	 0	 0	70053	0	0	0	0
75	 816	 0	 0	47741	178	253374	0	0
96	 858	 9	 8	59270	945	584889	3855	15528
134	 874	 48	 50	33550	2546	306579	2322	9894
132	 765	 18	 21	37538	896	198366	244	5082
124	 750	 8	 4	42041	488	359787	5304	12265
111	 693	 2	 1	41324	67	82315	1018	1017
48	 664	 25	 38	31035	1815	26867	89	288
107	 813	 10	 6	44160	283	4667760	31	27
40	 406	 4	 14	9597	146	33989	80	1670
124	 750	 8	 4	42041	488	383866	5859	13355
379	 702	 2	 1	33984	10	10660	1067	1066
53	 503	 26	 28	24796	1667	266043	1132	3326
49	 684	 4	 16	30180	1043	10422	7	186
82	 600	 5	 2	22106	138	273739	3078	2054
27	 399	 13	 9	11684	513	450821	770	1324
19	 300	 2	 1	8686	27	2907	3	2
85	 615	 2	 1	25295	86	153314	1108	1107
61	 616	 6	 4	29671	323	269140	1939	2062
284	 1122	 1	 0	54058	604	2974	1	0
74	 629	 3	 1	30072	363	289665	177	175
180	 596	 0	 0	50486	47	108328	0	0
53	 514	 12	 10	22065	258	1205391	33	15192
207	 988	 16	 16	51896	2071	219231	61	103
139	 924	 36	 41	34014	1304	401877	2829	11313
123	 787	 40	 47	24250	1485	229683	1163	23978
75	 827	 2	 1	37951	238	353723	1068	1067
36	 478	 16	 31	13187	537	1157805	304	25786
131	 956	 3	 1	56752	128	292267	1099	1097
133	 1037	 2	 1	57712	139	274241	1016	1015
215	 938	 7	 4	72111	396	164450	1038	690
215	 938	 7	 4	72111	422	283155	1787	1183
215	 938	 7	 4	72111	420	433980	2857	1897
140	 953	 4	 2	59164	281	389441	2064	2062
66	 574	 0	 0	21388	0	0	0	0
87	 809	 4	 2	37649	179	299660	2252	2250
75	 675	 17	 15	27651	435	104610	80	257
215	 938	 5	 2	72111	382	466928	2789	1856
158	 994	 50	 79	43711	2172	424574	1147	21304
224	 1051	 2	 1	61827	163	312020	1118	1117
215	 938	 5	 2	72111	378	410858	2626	1731
102	 544	 8	 7	19082	572	353423	12	825
40	 632	 2	 3	24382	30	12137	5	1553
162	 867	 6	 3	73226	381	419666	3084	6804
158	 1010	 15	 8	75189	1144	616563	2773	13861
38	 448	 7	 10	14385	329	68815	23	32
81	 563	 3	 1	36451	158	65083	393	391
286	 1121	 0	 0	54126	0	0	0	0
53	 680	 3	 3	19211	136	289561	2058	74733
94	 678	 13	 10	31913	622	491358	902	1681
30	 472	 10	 20	14063	831	818217	424	1820
112	 691	 2	 1	35188	67	94277	1166	1165
284	 743	 48	 44	48255	1683	958907	1445	18142
51	 669	 23	 27	44996	1683	15961	53	315
47	 484	 2	 1	21702	268	375965	859	858
140	 953	 4	 2	59164	281	402958	2064	2062
92	 697	 7	 11	50705	1116	18153	16	42
100	 652	 4	 2	34355	651	47250	6	17
205	 1094	 2	 0	57683	119	111357	1010	0
150	 885	 6	 3	55501	352	1157	10	11
85	 644	 12	 15	24107	374	226688	1009	1222
107	 780	 5	 0	36417	144	442463	3282	0
27	 446	 2	 2	14486	34	103106	66	128
121	 892	 3	 1	54530	435	423098	121	119
215	 938	 7	 4	72111	443	461345	2932	1945
88	 766	 5	 9	51922	517	118607	139	143
215	 938	 7	 4	72111	419	482267	3107	2057
215	 938	 7	 4	72111	437	444563	2905	1927
207	 899	 9	 3	70181	412	440188	3772	1897
215	 938	 7	 4	72111	423	474202	2959	1945
215	 938	 7	 4	72111	406	431254	2657	1765
215	 938	 7	 4	72111	418	439507	2854	1884
259	 1078	 0	 0	73203	0	0	0	0
124	 686	 5	 2	30655	61	305912	1591	1588
34	 506	 2	 2	16507	55	82401	1100	1100
134	 757	 2	 1	53824	202	9302	8	7
130	 774	 2	 1	69936	506	644606	1047	1046
64	 731	 5	 2	45372	869	8628	7	4
61	 563	 12	 10	22466	537	462038	727	1584
134	 757	 2	 1	53824	227	21984	14	13
40	 631	 2	 1	24388	34	4014	29	28
154	 845	 4	 2	30733	154	50412	23	21
62	 533	 11	 16	18330	947	10510	16	50
168	 1069	 25	 18	29807	430	13057	125	1920
86	 689	 14	 16	32996	995	242890	271	586
153	 991	 4	 1	55979	316	283635	199	196
55	 465	 16	 20	17310	664	181653	888	5441
138	 1210	 3	 1	53446	447	4319	4	2
138	 1210	 12	 8	53446	1205	113301	22	27
401	 1164	 0	 0	58587	77	465	0	0
124	 750	 8	 4	42041	488	354796	5482	12343
124	 750	 8	 4	42041	488	358071	5666	12464
133	 853	 0	 0	50742	59	84515	0	0
62	 625	 2	 1	29663	432	175047	265	264
74	 719	 25	 50	26871	1382	297029	50	11444
84	 611	 2	 1	23630	50	57090	1039	1038
87	 727	 2	 1	46520	192	216304	52	51
259	 1078	 0	 0	73203	0	0	0	0
119	 672	 6	 3	32551	352	556509	3060	2025
96	 765	 3	 2	51753	63	121857	2179	14146
294	 1182	 4	 1	66529	216	147507	1001	998
98	 601	 25	 7	31940	409	338753	635	568
78	 667	 13	 8	35545	811	103304	167	169
70	 654	 2	 1	37285	139	219575	970	969
53	 732	 12	 31	37186	1665	607346	24	422
75	 511	 29	 29	20433	899	98652	880	1479
52	 507	 4	 3	19829	371	402447	3071	17589
76	 613	 6	 3	28667	779	642873	3261	16341
134	 852	 2	 1	36768	113	230607	1047	1046
100	 738	 6	 4	30541	394	2743	10	23
84	 520	 43	 27	23786	1845	529537	919	1485
107	 813	 12	 7	44160	1341	997591	1268	8098
120	 749	 2	 1	31916	23	29897	1151	1150
113	 776	 2	 1	58766	50	612	3	2
24	 411	 9	 11	14087	519	429700	736	8098
136	 905	 4	 1	60999	70	29524	332	83
107	 813	 8	 5	44160	274	122890	12	9
91	 815	 29	 34	47422	1383	17716	69	270
90	 740	 0	 0	52213	0	0	0	0
133	 909	 4	 1	65874	439	363028	145	142
139	 848	 6	 6	69567	522	3044	10	33
25	 398	 10	 13	13856	475	162843	172	4449
91	 934	 0	 0	70053	0	0	0	0
75	 816	 0	 0	47741	178	290563	0	0
96	 858	 9	 8	59270	943	489142	3221	12829
134	 874	 49	 61	33550	2687	330904	2487	10003
132	 765	 17	 20	37538	1422	521340	461	11803
124	 750	 8	 4	42041	488	180666	2664	6147
111	 693	 2	 1	41324	67	89792	1110	1109
48	 664	 7	 5	31035	363	969	12	21
107	 813	 10	 6	44160	295	3585608	18	14
40	 406	 4	 14	9597	146	33194	80	1678
124	 750	 8	 4	42041	488	411256	6393	14323
379	 702	 2	 1	33984	10	12039	1205	1204
53	 503	 28	 29	24796	1790	426946	1902	5496
49	 684	 4	 11	30180	960	6005	7	127
82	 600	 5	 2	22106	138	278213	3076	2050
27	 399	 14	 9	11684	519	565131	790	1319
19	 300	 2	 1	8686	27	2480	3	2
85	 615	 2	 1	25295	86	147941	1059	1058
61	 616	 6	 4	29671	283	6859	54	58
284	 1122	 3	 0	54058	801	3770	3	0
74	 629	 3	 1	30072	363	311800	165	163
180	 596	 0	 0	50486	47	108985	0	0
53	 514	 12	 10	22065	247	1820330	54	14683
207	 988	 7	 7	51896	1296	104674	35	35
139	 924	 35	 42	34014	1336	323555	2340	9697
123	 787	 40	 52	24250	1684	437260	1758	46767
75	 827	 2	 1	37951	238	329360	1017	1016
36	 478	 17	 35	13187	528	1149635	320	26557
131	 956	 3	 1	56752	128	268458	1030	1028
133	 1037	 2	 1	57712	139	280062	1032	1031
215	 938	 5	 2	72111	389	447704	3019	1990
215	 938	 5	 2	72111	378	467480	2981	1971
215	 938	 7	 4	72111	417	210392	1297	864
140	 953	 4	 2	59164	281	407532	2090	2088
66	 574	 0	 0	21388	0	0	0	0
87	 809	 4	 2	37649	179	285738	2143	2141
75	 675	 10	 9	27651	400	12020	25	311
215	 938	 7	 4	72111	423	915063	2390	1593
158	 994	 60	 86	43711	2251	700496	3213	27703
224	 1051	 2	 1	61827	163	317405	1135	1134
215	 938	 5	 3	72111	406	520408	3147	2092
102	 544	 7	 8	19082	544	460570	9	865
40	 632	 2	 3	24382	30	21075	4	1664
162	 867	 6	 3	73226	389	457076	3358	7293
158	 1010	 12	 6	75189	886	570080	2643	13014
38	 448	 5	 7	14385	251	13030	8	11
81	 563	 3	 1	36451	158	67612	407	405
286	 1121	 0	 0	54126	0	0	0	0
53	 680	 3	 3	19211	136	281953	1982	72842
94	 678	 12	 8	31913	607	247825	468	856
30	 472	 10	 21	14063	801	869638	425	1926
112	 691	 2	 1	35188	67	92888	1148	1147
284	 743	 48	 47	48255	1618	905393	1500	18815
51	 669	 31	 56	44996	2282	367754	168	5611
47	 484	 2	 1	21702	268	213863	493	492
140	 953	 4	 2	59164	280	399893	2122	2120
92	 697	 26	 56	50705	1770	196617	177	3205
100	 652	 4	 2	34355	1212	187843	9	36
205	 1094	 2	 0	57683	119	114344	1037	0
150	 885	 5	 3	55501	368	1046	8	11
85	 644	 12	 15	24107	372	511427	1038	1275
107	 780	 5	 0	36417	144	404308	3004	0
27	 446	 2	 2	14486	34	29694	23	44
121	 892	 3	 1	54530	435	409484	113	111
215	 938	 7	 4	72111	419	357038	2319	1539
88	 766	 5	 5	51922	504	116932	141	141
215	 938	 7	 4	72111	418	323898	1989	1321
215	 938	 7	 4	72111	419	196145	1229	818
207	 899	 9	 3	70181	447	472665	4152	2089
215	 938	 7	 4	72111	423	448208	2952	1958
215	 938	 5	 2	72111	282	4951	27	17
215	 938	 7	 4	72111	387	134412	797	531
259	 1078	 0	 0	73203	0	0	0	0
124	 686	 5	 2	30655	61	298754	1520	1517
34	 506	 2	 2	16507	55	89794	1199	1199
